autopista,tramo,eje,sentido,portico_id,referencia_tramo,longitud_km,categoria_vehiculo,tipo_tarifa,precio_clp
Costanera Norte,,EJE KENNEDY,ORIENTE-PONIENTE,P8.0,Las Tranqueras - Costanera Norte,5.4565,categoria_3,TBP,3257.53
Costanera Norte,,EJE KENNEDY,ORIENTE-PONIENTE,P8.0,Las Tranqueras - Costanera Norte,5.4565,categoria_3,TS,4943.58
Costanera Norte,,EJE KENNEDY,ORIENTE-PONIENTE,P8.1,Las Tranqueras - Costanera Norte,5.4565,categoria_1y4,TBFP,562.01
Costanera Norte,,EJE KENNEDY,ORIENTE-PONIENTE,P8.1,Las Tranqueras - Costanera Norte,5.4565,categoria_1y4,TBP,1085.84
Costanera Norte,,EJE KENNEDY,ORIENTE-PONIENTE,P8.1,Las Tranqueras - Costanera Norte,5.4565,categoria_1y4,TS,1647.86
Costanera Norte,,EJE KENNEDY,ORIENTE-PONIENTE,P8.1,Las Tranqueras - Costanera Norte,5.4565,categoria_2,TBFP,1124.03
Costanera Norte,,EJE KENNEDY,ORIENTE-PONIENTE,P8.1,Las Tranqueras - Costanera Norte,5.4565,categoria_2,TBP,2171.68
Costanera Norte,,EJE KENNEDY,ORIENTE-PONIENTE,P8.1,Las Tranqueras - Costanera Norte,5.4565,categoria_2,TS,3295.72
Costanera Norte,,EJE KENNEDY,ORIENTE-PONIENTE,P8.1,Las Tranqueras - Costanera Norte,5.4565,categoria_3,TBFP,1686.05
Costanera Norte,,EJE KENNEDY,ORIENTE-PONIENTE,P8.1,Las Tranqueras - Costanera Norte,5.4565,categoria_3,TBP,3257.53
Costanera Norte,,EJE KENNEDY,ORIENTE-PONIENTE,P8.1,Las Tranqueras - Costanera Norte,5.4565,categoria_3,TS,4943.58
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.3,Costanera Norte - Las Tranqueras,5.4565,categoria_1y4,TBFP,562.01
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.3,Costanera Norte - Las Tranqueras,5.4565,categoria_1y4,TBP,1085.84
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.3,Costanera Norte - Las Tranqueras,5.4565,categoria_1y4,TS,1647.86
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.3,Costanera Norte - Las Tranqueras,5.4565,categoria_2,TBFP,1124.03
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.3,Costanera Norte - Las Tranqueras,5.4565,categoria_2,TBP,2171.68
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.3,Costanera Norte - Las Tranqueras,5.4565,categoria_2,TS,3295.72
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.3,Costanera Norte - Las Tranqueras,5.4565,categoria_3,TBFP,1686.05
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.3,Costanera Norte - Las Tranqueras,5.4565,categoria_3,TBP,3257.53
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.3,Costanera Norte - Las Tranqueras,5.4565,categoria_3,TS,4943.58
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.2,Costanera Norte - Las Tranqueras,5.4565,categoria_1y4,TBFP,562.01
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.2,Costanera Norte - Las Tranqueras,5.4565,categoria_1y4,TBP,1085.84
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.2,Costanera Norte - Las Tranqueras,5.4565,categoria_1y4,TS,1647.86
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.2,Costanera Norte - Las Tranqueras,5.4565,categoria_2,TBFP,1124.03
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.2,Costanera Norte - Las Tranqueras,5.4565,categoria_2,TBP,2171.68
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.2,Costanera Norte - Las Tranqueras,5.4565,categoria_2,TS,3295.72
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.2,Costanera Norte - Las Tranqueras,5.4565,categoria_3,TBFP,1686.05
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.2,Costanera Norte - Las Tranqueras,5.4565,categoria_3,TBP,3257.53
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.2,Costanera Norte - Las Tranqueras,5.4565,categoria_3,TS,4943.58
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.1,Costanera Norte - Las Tranqueras,5.4565,categoria_1y4,TBFP,562.01
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.1,Costanera Norte - Las Tranqueras,5.4565,categoria_1y4,TBP,1085.84
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.1,Costanera Norte - Las Tranqueras,5.4565,categoria_1y4,TS,1647.86
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.1,Costanera Norte - Las Tranqueras,5.4565,categoria_2,TBFP,1124.03
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.1,Costanera Norte - Las Tranqueras,5.4565,categoria_2,TBP,2171.68
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.1,Costanera Norte - Las Tranqueras,5.4565,categoria_2,TS,3295.72
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.1,Costanera Norte - Las Tranqueras,5.4565,categoria_3,TBFP,1686.05
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.1,Costanera Norte - Las Tranqueras,5.4565,categoria_3,TBP,3257.53
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.1,Costanera Norte - Las Tranqueras,5.4565,categoria_3,TS,4943.58
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.0,Costanera Norte - Las Tranqueras,5.4565,categoria_1y4,TBFP,562.01
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.0,Costanera Norte - Las Tranqueras,5.4565,categoria_1y4,TBP,1085.84
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.0,Costanera Norte - Las Tranqueras,5.4565,categoria_1y4,TS,1647.86
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.0,Costanera Norte - Las Tranqueras,5.4565,categoria_2,TBFP,1124.03
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.0,Costanera Norte - Las Tranqueras,5.4565,categoria_2,TBP,2171.68
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.0,Costanera Norte - Las Tranqueras,5.4565,categoria_2,TS,3295.72
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.0,Costanera Norte - Las Tranqueras,5.4565,categoria_3,TBFP,1686.05
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.0,Costanera Norte - Las Tranqueras,5.4565,categoria_3,TBP,3257.53
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P8.0,Costanera Norte - Las Tranqueras,5.4565,categoria_3,TS,4943.58
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P7,Las Tranqueras - Estoril,2.3385,categoria_1y4,TBFP,240.86
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P7,Las Tranqueras - Estoril,2.3385,categoria_1y4,TBP,465.36
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P7,Las Tranqueras - Estoril,2.3385,categoria_1y4,TS,706.22
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P7,Las Tranqueras - Estoril,2.3385,categoria_2,TBFP,481.73
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P7,Las Tranqueras - Estoril,2.3385,categoria_2,TBP,930.72
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P7,Las Tranqueras - Estoril,2.3385,categoria_2,TS,1412.45
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P7,Las Tranqueras - Estoril,2.3385,categoria_3,TBFP,722.59
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P7,Las Tranqueras - Estoril,2.3385,categoria_3,TBP,1396.08
Costanera Norte,,EJE KENNEDY,PONIENTE-ORIENTE,P7,Las Tranqueras - Estoril,2.3385,categoria_3,TS,2118.68
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P15,El Salto - Recoleta,1.4,categoria_1y4,TBFP,136.01
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P15,El Salto - Recoleta,1.4,categoria_1y4,TBP,272.01
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P15,El Salto - Recoleta,1.4,categoria_2,TBFP,272.01
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P15,El Salto - Recoleta,1.4,categoria_2,TBP,544.03
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P15,El Salto - Recoleta,1.4,categoria_3,TBFP,408.02
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P15,El Salto - Recoleta,1.4,categoria_3,TBP,816.04
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P13,Recoleta - Pedro Fontova,4.1,categoria_1y4,TBFP,398.3
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P13,Recoleta - Pedro Fontova,4.1,categoria_1y4,TBP,796.61
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P13,Recoleta - Pedro Fontova,4.1,categoria_2,TBFP,796.61
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P13,Recoleta - Pedro Fontova,4.1,categoria_2,TBP,1593.22
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P13,Recoleta - Pedro Fontova,4.1,categoria_3,TBFP,1194.91
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P13,Recoleta - Pedro Fontova,4.1,categoria_3,TBP,2389.83
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P11,Pedro Fontova - Ruta 5 Norte,3.0,categoria_1y4,TBFP,291.44
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P11,Pedro Fontova - Ruta 5 Norte,3.0,categoria_1y4,TBP,582.89
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P11,Pedro Fontova - Ruta 5 Norte,3.0,categoria_2,TBFP,582.88
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P11,Pedro Fontova - Ruta 5 Norte,3.0,categoria_2,TBP,1165.77
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P11,Pedro Fontova - Ruta 5 Norte,3.0,categoria_3,TBFP,874.32
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P11,Pedro Fontova - Ruta 5 Norte,3.0,categoria_3,TBP,1748.66
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P8,Ruta 5 Norte - Condell,6.5,categoria_1y4,TBFP,631.46
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P8,Ruta 5 Norte - Condell,6.5,categoria_1y4,TBP,1262.92
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P8,Ruta 5 Norte - Condell,6.5,categoria_2,TBFP,1262.91
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P8,Ruta 5 Norte - Condell,6.5,categoria_2,TBP,2525.84
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P8,Ruta 5 Norte - Condell,6.5,categoria_3,TBFP,1894.37
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P8,Ruta 5 Norte - Condell,6.5,categoria_3,TBP,3788.75
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P6,Condell - Costanera Norte,4.5,categoria_1y4,TBFP,437.16
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P6,Condell - Costanera Norte,4.5,categoria_1y4,TBP,874.33
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P6,Condell - Costanera Norte,4.5,categoria_2,TBFP,874.32
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P6,Condell - Costanera Norte,4.5,categoria_2,TBP,1748.66
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P6,Condell - Costanera Norte,4.5,categoria_3,TBFP,1311.48
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P6,Condell - Costanera Norte,4.5,categoria_3,TBP,2622.98
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P4,Costanera Norte - Ruta 68,3.5,categoria_1y4,TBFP,340.01
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P4,Costanera Norte - Ruta 68,3.5,categoria_1y4,TBP,680.03
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P4,Costanera Norte - Ruta 68,3.5,categoria_1y4,TS,1020.05
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P4,Costanera Norte - Ruta 68,3.5,categoria_2,TBFP,680.03
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P4,Costanera Norte - Ruta 68,3.5,categoria_2,TBP,1360.07
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P4,Costanera Norte - Ruta 68,3.5,categoria_2,TS,2040.1
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P4,Costanera Norte - Ruta 68,3.5,categoria_3,TBFP,1020.04
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P4,Costanera Norte - Ruta 68,3.5,categoria_3,TBP,2040.1
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P4,Costanera Norte - Ruta 68,3.5,categoria_3,TS,3060.15
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P2,Ruta 68 - Los Mares,2.1,categoria_1y4,TBFP,204.01
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P2,Ruta 68 - Los Mares,2.1,categoria_1y4,TBP,408.02
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P2,Ruta 68 - Los Mares,2.1,categoria_1y4,TS,612.03
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P2,Ruta 68 - Los Mares,2.1,categoria_2,TBFP,408.02
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P2,Ruta 68 - Los Mares,2.1,categoria_2,TBP,816.04
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P2,Ruta 68 - Los Mares,2.1,categoria_2,TS,1224.06
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P2,Ruta 68 - Los Mares,2.1,categoria_3,TBFP,612.03
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P2,Ruta 68 - Los Mares,2.1,categoria_3,TBP,1224.06
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P2,Ruta 68 - Los Mares,2.1,categoria_3,TS,1836.09
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P17,Los Mares - Ruta 78,3.9,categoria_1y4,TBFP,378.87
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P17,Los Mares - Ruta 78,3.9,categoria_1y4,TBP,757.75
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P17,Los Mares - Ruta 78,3.9,categoria_1y4,TS,1136.63
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P17,Los Mares - Ruta 78,3.9,categoria_2,TBFP,757.75
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P17,Los Mares - Ruta 78,3.9,categoria_2,TBP,1515.5
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P17,Los Mares - Ruta 78,3.9,categoria_2,TS,2273.26
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P17,Los Mares - Ruta 78,3.9,categoria_3,TBFP,1136.62
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P17,Los Mares - Ruta 78,3.9,categoria_3,TBP,2273.25
Autopista Vespucio Norte,,EJE PRINCIPAL,ORIENTE-PONIENTE,P17,Los Mares - Ruta 78,3.9,categoria_3,TS,3409.88
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P1,Ruta 78 - Santa Elena,1.2,categoria_1y4,TBFP,116.58
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P1,Ruta 78 - Santa Elena,1.2,categoria_1y4,TBP,233.15
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P1,Ruta 78 - Santa Elena,1.2,categoria_1y4,TS,349.73
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P1,Ruta 78 - Santa Elena,1.2,categoria_2,TBFP,233.15
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P1,Ruta 78 - Santa Elena,1.2,categoria_2,TBP,466.31
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P1,Ruta 78 - Santa Elena,1.2,categoria_2,TS,699.46
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P1,Ruta 78 - Santa Elena,1.2,categoria_3,TBFP,349.73
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P1,Ruta 78 - Santa Elena,1.2,categoria_3,TBP,699.46
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P1,Ruta 78 - Santa Elena,1.2,categoria_3,TS,1049.19
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P16,Santa Elena - Ruta 68,4.8,categoria_1y4,TBFP,466.31
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P16,Santa Elena - Ruta 68,4.8,categoria_1y4,TBP,932.62
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P16,Santa Elena - Ruta 68,4.8,categoria_1y4,TS,1398.93
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P16,Santa Elena - Ruta 68,4.8,categoria_2,TBFP,932.61
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P16,Santa Elena - Ruta 68,4.8,categoria_2,TBP,1865.23
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P16,Santa Elena - Ruta 68,4.8,categoria_2,TS,2797.85
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P16,Santa Elena - Ruta 68,4.8,categoria_3,TBFP,1398.92
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P16,Santa Elena - Ruta 68,4.8,categoria_3,TBP,2797.85
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P16,Santa Elena - Ruta 68,4.8,categoria_3,TS,4196.78
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P3,Ruta 68 - Costanera Norte,3.5,categoria_1y4,TBFP,340.01
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P3,Ruta 68 - Costanera Norte,3.5,categoria_1y4,TBP,680.03
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P3,Ruta 68 - Costanera Norte,3.5,categoria_2,TBFP,680.03
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P3,Ruta 68 - Costanera Norte,3.5,categoria_2,TBP,1360.07
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P3,Ruta 68 - Costanera Norte,3.5,categoria_3,TBFP,1020.04
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P3,Ruta 68 - Costanera Norte,3.5,categoria_3,TBP,2040.1
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P5,Costanera Norte - Condell,4.5,categoria_1y4,TBFP,437.16
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P5,Costanera Norte - Condell,4.5,categoria_1y4,TBP,874.33
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P5,Costanera Norte - Condell,4.5,categoria_2,TBFP,874.32
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P5,Costanera Norte - Condell,4.5,categoria_2,TBP,1748.66
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P5,Costanera Norte - Condell,4.5,categoria_3,TBFP,1311.48
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P5,Costanera Norte - Condell,4.5,categoria_3,TBP,2622.98
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P7,Condell - Lo Echevers,1.04,categoria_1y4,TBFP,101.03
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P7,Condell - Lo Echevers,1.04,categoria_1y4,TBP,202.07
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P7,Condell - Lo Echevers,1.04,categoria_2,TBFP,202.07
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P7,Condell - Lo Echevers,1.04,categoria_2,TBP,404.13
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P7,Condell - Lo Echevers,1.04,categoria_3,TBFP,303.1
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P7,Condell - Lo Echevers,1.04,categoria_3,TBP,606.2
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P9,Lo Echevers - Ruta 5 Norte,5.46,categoria_1y4,TBFP,530.42
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P9,Lo Echevers - Ruta 5 Norte,5.46,categoria_1y4,TBP,1060.85
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P9,Lo Echevers - Ruta 5 Norte,5.46,categoria_2,TBFP,1060.85
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P9,Lo Echevers - Ruta 5 Norte,5.46,categoria_2,TBP,2121.7
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P9,Lo Echevers - Ruta 5 Norte,5.46,categoria_3,TBFP,1591.27
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P9,Lo Echevers - Ruta 5 Norte,5.46,categoria_3,TBP,3182.55
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P10,Ruta 5 Norte - Pedro Fontova,3.0,categoria_1y4,TBFP,291.44
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P10,Ruta 5 Norte - Pedro Fontova,3.0,categoria_1y4,TBP,582.89
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P10,Ruta 5 Norte - Pedro Fontova,3.0,categoria_1y4,TS,874.33
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P10,Ruta 5 Norte - Pedro Fontova,3.0,categoria_2,TBFP,582.88
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P10,Ruta 5 Norte - Pedro Fontova,3.0,categoria_2,TBP,1165.77
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P10,Ruta 5 Norte - Pedro Fontova,3.0,categoria_2,TS,1748.66
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P10,Ruta 5 Norte - Pedro Fontova,3.0,categoria_3,TBFP,874.32
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P10,Ruta 5 Norte - Pedro Fontova,3.0,categoria_3,TBP,1748.66
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P10,Ruta 5 Norte - Pedro Fontova,3.0,categoria_3,TS,2622.99
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P12,Pedro Fontova - Guanaco,0.69,categoria_1y4,TBFP,67.03
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P12,Pedro Fontova - Guanaco,0.69,categoria_1y4,TBP,134.06
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P12,Pedro Fontova - Guanaco,0.69,categoria_2,TBFP,134.06
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P12,Pedro Fontova - Guanaco,0.69,categoria_2,TBP,268.13
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P12,Pedro Fontova - Guanaco,0.69,categoria_3,TBFP,201.09
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P12,Pedro Fontova - Guanaco,0.69,categoria_3,TBP,402.19
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P14,Guanaco - El Salto,4.81,categoria_1y4,TBFP,467.28
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P14,Guanaco - El Salto,4.81,categoria_1y4,TBP,934.56
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P14,Guanaco - El Salto,4.81,categoria_2,TBFP,934.55
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P14,Guanaco - El Salto,4.81,categoria_2,TBP,1869.12
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P14,Guanaco - El Salto,4.81,categoria_3,TBFP,1401.83
Autopista Vespucio Norte,,EJE PRINCIPAL,PONIENTE-ORIENTE,P14,Guanaco - El Salto,4.81,categoria_3,TBP,2803.68
Autopista Vespucio Sur,,EJE PRINCIPAL,PONIENTE-ORIENTE,1.3,2ª Transversal – Camino a Melipilla,5.3,categoria_1y4,TBFP,514.88
Autopista Vespucio Sur,,EJE PRINCIPAL,PONIENTE-ORIENTE,1.3,2ª Transversal – Camino a Melipilla,5.3,categoria_1y4,TBP,1029.76
Autopista Vespucio Sur,,EJE PRINCIPAL,PONIENTE-ORIENTE,1.3,2ª Transversal – Camino a Melipilla,5.3,categoria_1y4,TS,1544.65
Autopista Vespucio Sur,,EJE PRINCIPAL,PONIENTE-ORIENTE,1.3,2ª Transversal – Camino a Melipilla,5.3,categoria_2,TBFP,1029.76
Autopista Vespucio Sur,,EJE PRINCIPAL,PONIENTE-ORIENTE,1.3,2ª Transversal – Camino a Melipilla,5.3,categoria_2,TBP,2059.53
Autopista Vespucio Sur,,EJE PRINCIPAL,PONIENTE-ORIENTE,1.3,2ª Transversal – Camino a Melipilla,5.3,categoria_2,TS,3089.3
