autopista,tramo,eje,sentido,portico_id,referencia_tramo,longitud_km,categoria_vehiculo,tipo_tarifa,precio_clp
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P0,Puente Padre Arteaga - P. San Francisco,1.4,categoria_2,TBP,557.2
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P0,Puente Padre Arteaga - P. San Francisco,1.4,categoria_2,TS,845.6
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P0,Puente Padre Arteaga - P. San Francisco,1.4,categoria_3,TBFP,432.6
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P0,Puente Padre Arteaga - P. San Francisco,1.4,categoria_3,TBP,835.8
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P0,Puente Padre Arteaga - P. San Francisco,1.4,categoria_3,TS,1268.4
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P1,Puente La Dehesa - Gran Vía,4.2,categoria_1y4,TBFP,432.6
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P1,Puente La Dehesa - Gran Vía,4.2,categoria_1y4,TBP,835.8
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P1,Puente La Dehesa - Gran Vía,4.2,categoria_1y4,TS,1268.4
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P1,Puente La Dehesa - Gran Vía,4.2,categoria_2,TBFP,865.2
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P1,Puente La Dehesa - Gran Vía,4.2,categoria_2,TBP,1671.6
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P1,Puente La Dehesa - Gran Vía,4.2,categoria_2,TS,2536.8
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P1,Puente La Dehesa - Gran Vía,4.2,categoria_3,TBFP,1297.8
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P1,Puente La Dehesa - Gran Vía,4.2,categoria_3,TBP,2507.4
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P1,Puente La Dehesa - Gran Vía,4.2,categoria_3,TS,3805.2
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P2.1,Gran Vía - Centenario,3.98,categoria_1y4,TBFP,409.94
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P2.1,Gran Vía - Centenario,3.98,categoria_1y4,TBP,792.02
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P2.1,Gran Vía - Centenario,3.98,categoria_1y4,TS,1201.96
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P2.1,Gran Vía - Centenario,3.98,categoria_2,TBFP,819.88
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P2.1,Gran Vía - Centenario,3.98,categoria_2,TBP,1584.04
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P2.1,Gran Vía - Centenario,3.98,categoria_2,TS,2403.92
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P2.1,Gran Vía - Centenario,3.98,categoria_3,TBFP,1229.82
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P2.1,Gran Vía - Centenario,3.98,categoria_3,TBP,2376.06
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P2.1,Gran Vía - Centenario,3.98,categoria_3,TS,3605.88
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P2.2,Centenario - Puente Lo Saldes,2.47,categoria_1y4,TBFP,254.41
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P2.2,Centenario - Puente Lo Saldes,2.47,categoria_1y4,TBP,491.53
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P2.2,Centenario - Puente Lo Saldes,2.47,categoria_1y4,TS,745.94
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P2.2,Centenario - Puente Lo Saldes,2.47,categoria_2,TBFP,508.82
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P2.2,Centenario - Puente Lo Saldes,2.47,categoria_2,TBP,983.06
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P2.2,Centenario - Puente Lo Saldes,2.47,categoria_2,TS,1491.88
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P2.2,Centenario - Puente Lo Saldes,2.47,categoria_3,TBFP,763.23
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P2.2,Centenario - Puente Lo Saldes,2.47,categoria_3,TBP,1474.59
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P2.2,Centenario - Puente Lo Saldes,2.47,categoria_3,TS,2237.82
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,SB,Salida Bellavista,2.185,categoria_1y4,TBFP,225.05
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,SB,Salida Bellavista,2.185,categoria_1y4,TBP,434.81
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,SB,Salida Bellavista,2.185,categoria_1y4,TS,659.87
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,SB,Salida Bellavista,2.185,categoria_2,TBFP,450.11
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,SB,Salida Bellavista,2.185,categoria_2,TBP,869.63
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,SB,Salida Bellavista,2.185,categoria_2,TS,1319.74
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,SB,Salida Bellavista,2.185,categoria_3,TBFP,675.16
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,SB,Salida Bellavista,2.185,categoria_3,TBP,1304.44
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,SB,Salida Bellavista,2.185,categoria_3,TS,1979.61
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P3,Puente Lo Saldes - Vivaceta,6.72,categoria_1y4,TBFP,692.16
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P3,Puente Lo Saldes - Vivaceta,6.72,categoria_1y4,TBP,1337.28
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P3,Puente Lo Saldes - Vivaceta,6.72,categoria_1y4,TS,2029.44
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P3,Puente Lo Saldes - Vivaceta,6.72,categoria_2,TBFP,1384.32
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P3,Puente Lo Saldes - Vivaceta,6.72,categoria_2,TBP,2674.56
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P3,Puente Lo Saldes - Vivaceta,6.72,categoria_2,TS,4058.88
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P3,Puente Lo Saldes - Vivaceta,6.72,categoria_3,TBFP,2076.48
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P3,Puente Lo Saldes - Vivaceta,6.72,categoria_3,TBP,4011.84
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P3,Puente Lo Saldes - Vivaceta,6.72,categoria_3,TS,6088.32
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,EP,Entrada Purísima,2.11,categoria_1y4,TBFP,217.33
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,EP,Entrada Purísima,2.11,categoria_1y4,TBP,419.89
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,EP,Entrada Purísima,2.11,categoria_1y4,TS,637.22
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,EP,Entrada Purísima,2.11,categoria_2,TBFP,434.66
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,EP,Entrada Purísima,2.11,categoria_2,TBP,839.78
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,EP,Entrada Purísima,2.11,categoria_2,TS,1274.44
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,EP,Entrada Purísima,2.11,categoria_3,TBFP,651.99
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,EP,Entrada Purísima,2.11,categoria_3,TBP,1259.67
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,EP,Entrada Purísima,2.11,categoria_3,TS,1911.66
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,EV,Entrada Vivaceta,1.116,categoria_1y4,TBFP,114.94
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,EV,Entrada Vivaceta,1.116,categoria_1y4,TBP,222.08
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,EV,Entrada Vivaceta,1.116,categoria_1y4,TS,337.03
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,EV,Entrada Vivaceta,1.116,categoria_2,TBFP,229.89
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,EV,Entrada Vivaceta,1.116,categoria_2,TBP,444.16
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,EV,Entrada Vivaceta,1.116,categoria_2,TS,674.06
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,EV,Entrada Vivaceta,1.116,categoria_3,TBFP,344.84
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,EV,Entrada Vivaceta,1.116,categoria_3,TBP,666.25
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,EV,Entrada Vivaceta,1.116,categoria_3,TS,1011.09
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P5,Vivaceta - Carrascal,6.69,categoria_1y4,TBFP,689.07
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P5,Vivaceta - Carrascal,6.69,categoria_1y4,TBP,1331.31
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P5,Vivaceta - Carrascal,6.69,categoria_2,TBFP,1378.14
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P5,Vivaceta - Carrascal,6.69,categoria_2,TBP,2662.62
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P5,Vivaceta - Carrascal,6.69,categoria_3,TBFP,2067.21
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P5,Vivaceta - Carrascal,6.69,categoria_3,TBP,3993.93
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P6.1,Carrascal - Petersen,2.24,categoria_1y4,TBFP,230.72
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P6.1,Carrascal - Petersen,2.24,categoria_1y4,TBP,445.76
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P6.1,Carrascal - Petersen,2.24,categoria_2,TBFP,461.44
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P6.1,Carrascal - Petersen,2.24,categoria_2,TBP,891.52
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P6.1,Carrascal - Petersen,2.24,categoria_3,TBFP,692.16
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P6.1,Carrascal - Petersen,2.24,categoria_3,TBP,1337.28
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P6.2,Petersen - Américo Vespucio Poniente,3.41,categoria_1y4,TBFP,351.23
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P6.2,Petersen - Américo Vespucio Poniente,3.41,categoria_1y4,TBP,678.59
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P6.2,Petersen - Américo Vespucio Poniente,3.41,categoria_2,TBFP,702.46
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P6.2,Petersen - Américo Vespucio Poniente,3.41,categoria_2,TBP,1357.18
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P6.2,Petersen - Américo Vespucio Poniente,3.41,categoria_3,TBFP,1053.69
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P6.2,Petersen - Américo Vespucio Poniente,3.41,categoria_3,TBP,2035.77
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P9,Américo Vespucio Poniente - Ruta 68,5.0,categoria_1y4,TBFP,515.0
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P9,Américo Vespucio Poniente - Ruta 68,5.0,categoria_1y4,TBP,995.0
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P9,Américo Vespucio Poniente - Ruta 68,5.0,categoria_2,TBFP,1030.0
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P9,Américo Vespucio Poniente - Ruta 68,5.0,categoria_2,TBP,1990.0
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P9,Américo Vespucio Poniente - Ruta 68,5.0,categoria_3,TBFP,1545.0
Costanera Norte,,EJE COSTANERA,ORIENTE-PONIENTE,P9,Américo Vespucio Poniente - Ruta 68,5.0,categoria_3,TBP,2985.0
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P9,Ruta 68 - Américo Vespucio Poniente,5.0,categoria_1y4,TBFP,515.0
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P9,Ruta 68 - Américo Vespucio Poniente,5.0,categoria_1y4,TBP,995.0
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P9,Ruta 68 - Américo Vespucio Poniente,5.0,categoria_2,TBFP,1030.0
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P9,Ruta 68 - Américo Vespucio Poniente,5.0,categoria_2,TBP,1990.0
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P9,Ruta 68 - Américo Vespucio Poniente,5.0,categoria_3,TBFP,1545.0
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P9,Ruta 68 - Américo Vespucio Poniente,5.0,categoria_3,TBP,2985.0
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P6.2,Américo Vespucio Poniente - Petersen,3.41,categoria_1y4,TBFP,351.23
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P6.2,Américo Vespucio Poniente - Petersen,3.41,categoria_1y4,TBP,678.59
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P6.2,Américo Vespucio Poniente - Petersen,3.41,categoria_1y4,TS,1029.82
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P6.2,Américo Vespucio Poniente - Petersen,3.41,categoria_2,TBFP,702.46
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P6.2,Américo Vespucio Poniente - Petersen,3.41,categoria_2,TBP,1357.18
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P6.2,Américo Vespucio Poniente - Petersen,3.41,categoria_2,TS,2059.64
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P6.2,Américo Vespucio Poniente - Petersen,3.41,categoria_3,TBFP,1053.69
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P6.2,Américo Vespucio Poniente - Petersen,3.41,categoria_3,TBP,2035.77
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P6.2,Américo Vespucio Poniente - Petersen,3.41,categoria_3,TS,3089.46
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P6.1,Petersen - Carrascal,2.24,categoria_1y4,TBFP,230.72
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P6.1,Petersen - Carrascal,2.24,categoria_1y4,TBP,445.76
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P6.1,Petersen - Carrascal,2.24,categoria_1y4,TS,676.48
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P6.1,Petersen - Carrascal,2.24,categoria_2,TBFP,461.44
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P6.1,Petersen - Carrascal,2.24,categoria_2,TBP,891.52
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P6.1,Petersen - Carrascal,2.24,categoria_2,TS,1352.96
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P6.1,Petersen - Carrascal,2.24,categoria_3,TBFP,692.16
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P6.1,Petersen - Carrascal,2.24,categoria_3,TBP,1337.28
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P6.1,Petersen - Carrascal,2.24,categoria_3,TS,2029.44
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P5,Carrascal - Vivaceta,6.69,categoria_1y4,TBFP,689.07
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P5,Carrascal - Vivaceta,6.69,categoria_1y4,TBP,1331.31
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P5,Carrascal - Vivaceta,6.69,categoria_1y4,TS,2020.38
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P5,Carrascal - Vivaceta,6.69,categoria_2,TBFP,1378.14
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P5,Carrascal - Vivaceta,6.69,categoria_2,TBP,2662.62
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P5,Carrascal - Vivaceta,6.69,categoria_2,TS,4040.76
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P5,Carrascal - Vivaceta,6.69,categoria_3,TBFP,2067.21
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P5,Carrascal - Vivaceta,6.69,categoria_3,TBP,3993.93
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P5,Carrascal - Vivaceta,6.69,categoria_3,TS,6061.14
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P4,Vivaceta - Torres Tajamar,3.86,categoria_1y4,TBFP,397.58
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P4,Vivaceta - Torres Tajamar,3.86,categoria_1y4,TBP,768.14
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P4,Vivaceta - Torres Tajamar,3.86,categoria_1y4,TS,1165.72
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P4,Vivaceta - Torres Tajamar,3.86,categoria_2,TBFP,795.16
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P4,Vivaceta - Torres Tajamar,3.86,categoria_2,TBP,1536.28
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P4,Vivaceta - Torres Tajamar,3.86,categoria_2,TS,2331.44
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P4,Vivaceta - Torres Tajamar,3.86,categoria_3,TBFP,1192.74
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P4,Vivaceta - Torres Tajamar,3.86,categoria_3,TBP,2304.42
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P4,Vivaceta - Torres Tajamar,3.86,categoria_3,TS,3497.16
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P3,Torres Tajamar - Puente Lo Saldes,2.86,categoria_1y4,TBFP,294.58
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P3,Torres Tajamar - Puente Lo Saldes,2.86,categoria_1y4,TBP,569.14
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P3,Torres Tajamar - Puente Lo Saldes,2.86,categoria_1y4,TS,863.72
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P3,Torres Tajamar - Puente Lo Saldes,2.86,categoria_2,TBFP,589.16
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P3,Torres Tajamar - Puente Lo Saldes,2.86,categoria_2,TBP,1138.28
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P3,Torres Tajamar - Puente Lo Saldes,2.86,categoria_2,TS,1727.44
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P3,Torres Tajamar - Puente Lo Saldes,2.86,categoria_3,TBFP,883.74
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P3,Torres Tajamar - Puente Lo Saldes,2.86,categoria_3,TBP,1707.42
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P3,Torres Tajamar - Puente Lo Saldes,2.86,categoria_3,TS,2591.16
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P2.2,Puente Lo Saldes - Centenario,2.47,categoria_1y4,TBFP,254.41
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P2.2,Puente Lo Saldes - Centenario,2.47,categoria_1y4,TBP,491.53
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P2.2,Puente Lo Saldes - Centenario,2.47,categoria_1y4,TS,745.94
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P2.2,Puente Lo Saldes - Centenario,2.47,categoria_2,TBFP,508.82
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P2.2,Puente Lo Saldes - Centenario,2.47,categoria_2,TBP,983.06
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P2.2,Puente Lo Saldes - Centenario,2.47,categoria_2,TS,1491.88
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P2.2,Puente Lo Saldes - Centenario,2.47,categoria_3,TBFP,763.23
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P2.2,Puente Lo Saldes - Centenario,2.47,categoria_3,TBP,1474.59
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P2.2,Puente Lo Saldes - Centenario,2.47,categoria_3,TS,2237.82
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P2.1,Centenario - Gran Vía,3.98,categoria_1y4,TBFP,409.94
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P2.1,Centenario - Gran Vía,3.98,categoria_1y4,TBP,792.02
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P2.1,Centenario - Gran Vía,3.98,categoria_1y4,TS,1201.96
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P2.1,Centenario - Gran Vía,3.98,categoria_2,TBFP,819.88
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P2.1,Centenario - Gran Vía,3.98,categoria_2,TBP,1584.04
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P2.1,Centenario - Gran Vía,3.98,categoria_2,TS,2403.92
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P2.1,Centenario - Gran Vía,3.98,categoria_3,TBFP,1229.82
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P2.1,Centenario - Gran Vía,3.98,categoria_3,TBP,2376.06
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P2.1,Centenario - Gran Vía,3.98,categoria_3,TS,3605.88
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P1,Gran Vía - Puente La Dehesa,4.2,categoria_1y4,TBFP,432.6
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P1,Gran Vía - Puente La Dehesa,4.2,categoria_1y4,TBP,835.8
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P1,Gran Vía - Puente La Dehesa,4.2,categoria_1y4,TS,1268.4
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P1,Gran Vía - Puente La Dehesa,4.2,categoria_2,TBFP,865.2
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P1,Gran Vía - Puente La Dehesa,4.2,categoria_2,TBP,1671.6
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P1,Gran Vía - Puente La Dehesa,4.2,categoria_2,TS,2536.8
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P1,Gran Vía - Puente La Dehesa,4.2,categoria_3,TBFP,1297.8
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P1,Gran Vía - Puente La Dehesa,4.2,categoria_3,TBP,2507.4
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P1,Gran Vía - Puente La Dehesa,4.2,categoria_3,TS,3805.2
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P0,Puente Padre Arteaga - P. San Francisco,1.4,categoria_1y4,TBFP,144.2
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P0,Puente Padre Arteaga - P. San Francisco,1.4,categoria_1y4,TBP,278.6
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P0,Puente Padre Arteaga - P. San Francisco,1.4,categoria_1y4,TS,422.8
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P0,Puente Padre Arteaga - P. San Francisco,1.4,categoria_2,TBFP,288.4
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P0,Puente Padre Arteaga - P. San Francisco,1.4,categoria_2,TBP,557.2
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P0,Puente Padre Arteaga - P. San Francisco,1.4,categoria_2,TS,845.6
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P0,Puente Padre Arteaga - P. San Francisco,1.4,categoria_3,TBFP,432.6
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P0,Puente Padre Arteaga - P. San Francisco,1.4,categoria_3,TBP,835.8
Costanera Norte,,EJE COSTANERA,PONIENTE-ORIENTE,P0,Puente Padre Arteaga - P. San Francisco,1.4,categoria_3,TS,1268.4
Costanera Norte,,EJE KENNEDY,ORIENTE-PONIENTE,P7,Estoril - Las Tranqueras,2.3385,categoria_1y4,TBFP,240.86
Costanera Norte,,EJE KENNEDY,ORIENTE-PONIENTE,P7,Estoril - Las Tranqueras,2.3385,categoria_1y4,TBP,465.36
Costanera Norte,,EJE KENNEDY,ORIENTE-PONIENTE,P7,Estoril - Las Tranqueras,2.3385,categoria_1y4,TS,706.22
Costanera Norte,,EJE KENNEDY,ORIENTE-PONIENTE,P7,Estoril - Las Tranqueras,2.3385,categoria_2,TBFP,481.73
Costanera Norte,,EJE KENNEDY,ORIENTE-PONIENTE,P7,Estoril - Las Tranqueras,2.3385,categoria_2,TBP,930.72
Costanera Norte,,EJE KENNEDY,ORIENTE-PONIENTE,P7,Estoril - Las Tranqueras,2.3385,categoria_2,TS,1412.45
Costanera Norte,,EJE KENNEDY,ORIENTE-PONIENTE,P7,Estoril - Las Tranqueras,2.3385,categoria_3,TBFP,722.59
Costanera Norte,,EJE KENNEDY,ORIENTE-PONIENTE,P7,Estoril - Las Tranqueras,2.3385,categoria_3,TBP,1396.08
Costanera Norte,,EJE KENNEDY,ORIENTE-PONIENTE,P7,Estoril - Las Tranqueras,2.3385,categoria_3,TS,2118.68
Costanera Norte,,EJE KENNEDY,ORIENTE-PONIENTE,P8.0,Las Tranqueras - Costanera Norte,5.4565,categoria_1y4,TBFP,562.01
Costanera Norte,,EJE KENNEDY,ORIENTE-PONIENTE,P8.0,Las Tranqueras - Costanera Norte,5.4565,categoria_1y4,TBP,1085.84
Costanera Norte,,EJE KENNEDY,ORIENTE-PONIENTE,P8.0,Las Tranqueras - Costanera Norte,5.4565,categoria_1y4,TS,1647.86
Costanera Norte,,EJE KENNEDY,ORIENTE-PONIENTE,P8.0,Las Tranqueras - Costanera Norte,5.4565,categoria_2,TBFP,1124.03
Costanera Norte,,EJE KENNEDY,ORIENTE-PONIENTE,P8.0,Las Tranqueras - Costanera Norte,5.4565,categoria_2,TBP,2171.68
Costanera Norte,,EJE KENNEDY,ORIENTE-PONIENTE,P8.0,Las Tranqueras - Costanera Norte,5.4565,categoria_2,TS,3295.72
Costanera Norte,,EJE KENNEDY,ORIENTE-PONIENTE,P8.0,Las Tranqueras - Costanera Norte,5.4565,categoria_3,TBFP,1686.05
